MNC;Operatorname;MCC;Country
93;J-Phone Co. Ltd.;440;Japan
94;J-Phone Co. Ltd.;441;Japan
94;J-Phone Co. Ltd.;440;Japan
95;J-Phone Co. Ltd.;441;Japan
95;J-Phone Co. Ltd.;440;Japan
96;J-Phone Co. Ltd.;441;Japan
96;J-Phone Co. Ltd.;440;Japan
97;J-Phone Co. Ltd.;441;Japan
97;J-Phone Co. Ltd.;440;Japan
98;J-Phone Co. Ltd.;441;Japan
98;J-Phone Co. Ltd.;440;Japan
61;J-Phone Co. Ltd.;441;Japan
61;J-Phone Co. Ltd.;440;Japan
62;J-Phone Co. Ltd.;441;Japan
62;J-Phone Co. Ltd.;440;Japan
63;J-Phone Co. Ltd.;441;Japan
63;J-Phone Co. Ltd.;440;Japan
64;J-Phone Co. Ltd.;441;Japan
64;J-Phone Co. Ltd.;440;Japan
65;J-Phone Co. Ltd.;441;Japan
65;J-Phone Co. Ltd.;440;Japan
70;KDDI Corporation;441;Japan
70;KDDI Corporation;440;Japan
88;KDDI Corporation;441;Japan
88;KDDI Corporation;440;Japan
89;KDDI Corporation;441;Japan
89;KDDI Corporation;440;Japan
70;KDDI Corporation;441;Japan
70;KDDI Corporation;440;Japan
71;KDDI Corporation;441;Japan
71;KDDI Corporation;440;Japan
72;KDDI Corporation;441;Japan
72;KDDI Corporation;440;Japan
73;KDDI Corporation;441;Japan
73;KDDI Corporation;440;Japan
74;KDDI Corporation;441;Japan
74;KDDI Corporation;440;Japan
75;KDDI Corporation;441;Japan
75;KDDI Corporation;440;Japan
76;KDDI Corporation;441;Japan
76;KDDI Corporation;440;Japan
77;KDDI Corporation;441;Japan
77;KDDI Corporation;440;Japan
79;KDDI Corporation;441;Japan
79;KDDI Corporation;440;Japan
50;KDDI Corporation;441;Japan
50;KDDI Corporation;440;Japan
51;KDDI Corporation;441;Japan
51;KDDI Corporation;440;Japan
52;KDDI Corporation;441;Japan
52;KDDI Corporation;440;Japan
53;KDDI Corporation;441;Japan
53;KDDI Corporation;440;Japan
54;KDDI Corporation;441;Japan
54;KDDI Corporation;440;Japan
55;KDDI Corporation;441;Japan
55;KDDI Corporation;440;Japan
56;KDDI Corporation;441;Japan
56;KDDI Corporation;440;Japan
7;KDDI Corporation;441;Japan
7;KDDI Corporation;440;Japan
8;KDDI Corporation;441;Japan
8;KDDI Corporation;440;Japan
24;NTT DoCoMo Chugoku Inc.;441;Japan
24;NTT DoCoMo Chugoku Inc.;440;Japan
61;NTT DoCoMo Chugoku Inc.;441;Japan
61;NTT DoCoMo Chugoku Inc.;440;Japan
44;NTT DoCoMo Chugoku Inc.;441;Japan
44;NTT DoCoMo Chugoku Inc.;440;Japan
87;NTT DoCoMo Chugoku Inc.;441;Japan
87;NTT DoCoMo Chugoku Inc.;440;Japan
19;NTT DoCoMo Chugoku Inc.;441;Japan
19;NTT DoCoMo Chugoku Inc.;440;Japan
25;NTT DoCoMo Chugoku Inc.;441;Japan
25;NTT DoCoMo Chugoku Inc.;440;Japan
93;NTT DoCoMo Chugoku Inc.;441;Japan
93;NTT DoCoMo Chugoku Inc.;440;Japan
20;NTT DoCoMo Chugoku Inc.;441;Japan
20;NTT DoCoMo Chugoku Inc.;440;Japan
3;NTT DoCoMo Chugoku Inc.;441;Japan
3;NTT DoCoMo Chugoku Inc.;440;Japan
12;NTT DoCoMo Inc.;441;Japan
12;NTT DoCoMo Inc.;440;Japan
13;NTT DoCoMo Inc.;441;Japan
13;NTT DoCoMo Inc.;440;Japan
21;NTT DoCoMo Inc.;441;Japan
21;NTT DoCoMo Inc.;440;Japan
15;NTT DoCoMo Inc.;441;Japan
15;NTT DoCoMo Inc.;440;Japan
16;NTT DoCoMo Inc.;441;Japan
16;NTT DoCoMo Inc.;440;Japan
17;NTT DoCoMo Inc.;441;Japan
17;NTT DoCoMo Inc.;440;Japan
99;NTT DoCoMo Inc.;441;Japan
99;NTT DoCoMo Inc.;440;Japan
40;NTT DoCoMo Inc.;441;Japan
40;NTT DoCoMo Inc.;440;Japan
41;NTT DoCoMo Inc.;441;Japan
41;NTT DoCoMo Inc.;440;Japan
42;NTT DoCoMo Inc.;441;Japan
42;NTT DoCoMo Inc.;440;Japan
69;NTT DoCoMo Inc.;441;Japan
69;NTT DoCoMo Inc.;440;Japan
63;NTT DoCoMo Inc.;441;Japan
63;NTT DoCoMo Inc.;440;Japan
64;NTT DoCoMo Inc.;441;Japan
64;NTT DoCoMo Inc.;440;Japan
66;NTT DoCoMo Inc.;441;Japan
66;NTT DoCoMo Inc.;440;Japan
49;NTT DoCoMo Inc.;441;Japan
49;NTT DoCoMo Inc.;440;Japan
29;NTT DoCoMo Inc.;441;Japan
29;NTT DoCoMo Inc.;440;Japan
30;NTT DoCoMo Inc.;441;Japan
30;NTT DoCoMo Inc.;440;Japan
32;NTT DoCoMo Inc.;441;Japan
32;NTT DoCoMo Inc.;440;Japan
36;NTT DoCoMo Inc.;441;Japan
36;NTT DoCoMo Inc.;440;Japan
37;NTT DoCoMo Inc.;441;Japan
37;NTT DoCoMo Inc.;440;Japan
38;NTT DoCoMo Inc.;441;Japan
38;NTT DoCoMo Inc.;440;Japan
39;NTT DoCoMo Inc.;441;Japan
39;NTT DoCoMo Inc.;440;Japan
90;NTT DoCoMo Inc.;441;Japan
90;NTT DoCoMo Inc.;440;Japan
91;NTT DoCoMo Inc.;441;Japan
91;NTT DoCoMo Inc.;440;Japan
92;NTT DoCoMo Inc.;441;Japan
92;NTT DoCoMo Inc.;440;Japan
31;NTT DoCoMo Kansai Inc.;441;Japan
31;NTT DoCoMo Kansai Inc.;440;Japan
35;NTT DoCoMo Kansai Inc.;441;Japan
35;NTT DoCoMo Kansai Inc.;440;Japan
58;NTT DoCoMo Kansai Inc.;441;Japan
58;NTT DoCoMo Kansai Inc.;440;Japan
60;NTT DoCoMo Kansai Inc.;441;Japan
60;NTT DoCoMo Kansai Inc.;440;Japan
43;NTT DoCoMo Kansai Inc.;441;Japan
43;NTT DoCoMo Kansai Inc.;440;Japan
22;NTT DoCoMo Kansai Inc.;441;Japan
22;NTT DoCoMo Kansai Inc.;440;Japan
9;NTT DoCoMo Kansai Inc.;441;Japan
9;NTT DoCoMo Kansai Inc.;440;Japan
10;NTT DoCoMo Kansai Inc.;441;Japan
10;NTT DoCoMo Kansai Inc.;440;Japan
2;NTT DoCoMo Kansai, Inc.;441;Japan
2;NTT DoCoMo Kansai, Inc.;440;Japan
26;NTT DoCoMo Kyushu Inc.;441;Japan
26;NTT DoCoMo Kyushu Inc.;440;Japan
68;NTT DoCoMo Kyushu Inc.;441;Japan
68;NTT DoCoMo Kyushu Inc.;440;Japan
34;NTT DoCoMo Kyushu Inc.;441;Japan
34;NTT DoCoMo Kyushu Inc.;440;Japan
62;NTT DoCoMo Kyushu Inc.;441;Japan
62;NTT DoCoMo Kyushu Inc.;440;Japan
98;NTT DoCoMo Kyushu Inc.;441;Japan
98;NTT DoCoMo Kyushu Inc.;440;Japan
99;NTT DoCoMo Kyushu Inc.;441;Japan
99;NTT DoCoMo Kyushu Inc.;440;Japan
65;NTT DoCoMo Shikoku Inc.;441;Japan
65;NTT DoCoMo Shikoku Inc.;440;Japan
45;NTT DoCoMo Shikoku Inc.;441;Japan
45;NTT DoCoMo Shikoku Inc.;440;Japan
28;NTT DoCoMo Shikoku Inc.;441;Japan
28;NTT DoCoMo Shikoku Inc.;440;Japan
14;NTT DoCoMo Tohoku Inc.;441;Japan
14;NTT DoCoMo Tohoku Inc.;440;Japan
67;NTT DoCoMo Tohoku Inc.;441;Japan
67;NTT DoCoMo Tohoku Inc.;440;Japan
94;NTT DoCoMo Tohoku Inc.;441;Japan
94;NTT DoCoMo Tohoku Inc.;440;Japan
33;NTT DoCoMo Tokai Inc.;441;Japan
33;NTT DoCoMo Tokai Inc.;440;Japan
23;NTT DoCoMo Tokai Inc.;441;Japan
23;NTT DoCoMo Tokai Inc.;440;Japan
18;NTT DoCoMo Tokai Inc.;441;Japan
18;NTT DoCoMo Tokai Inc.;440;Japan
11;NTT DoCoMo Tokai Inc.;441;Japan
11;NTT DoCoMo Tokai Inc.;440;Japan
1;NTT DoCoMo, Inc.;441;Japan
1;NTT DoCoMo, Inc.;440;Japan
27;NTT DoCoMoTohoku Inc.;441;Japan
27;NTT DoCoMoTohoku Inc.;440;Japan
78;Okinawa Cellular Telephone;441;Japan
78;Okinawa Cellular Telephone;440;Japan
83;TU-KA Cellular Tokai Inc.;441;Japan
83;TU-KA Cellular Tokai Inc.;440;Japan
85;TU-KA Cellular Tokai Inc.;441;Japan
85;TU-KA Cellular Tokai Inc.;440;Japan
86;TU-KA Cellular Tokyo Inc.;441;Japan
86;TU-KA Cellular Tokyo Inc.;440;Japan
50;TU-KA Cellular Tokyo Inc.;441;Japan
50;TU-KA Cellular Tokyo Inc.;440;Japan
80;TU-KA Cellular Tokyo Inc.;441;Japan
80;TU-KA Cellular Tokyo Inc.;440;Japan
81;TU-KA Cellular Tokyo Inc.;441;Japan
81;TU-KA Cellular Tokyo Inc.;440;Japan
82;TU-KA Phone Kansai Inc.;441;Japan
82;TU-KA Phone Kansai Inc.;440;Japan
84;TU-KA Phone Kansai Inc.;441;Japan
84;TU-KA Phone Kansai Inc.;440;Japan
51;TU-KA Phone Kansai Inc.;441;Japan
51;TU-KA Phone Kansai Inc.;440;Japan
1;J.M.T.S Fastlink;416;Jordan
77;Petra Jordanien Mobile Telecommunication (MobileCom);416;Jordan
3;Umniah Mobile Company;416;Jordan
2;Xpress;416;Jordan
2;GSM Kazakhstan, K'Cell;401;Kazakhstan
1;Kar-Tel llc;401;Kazakhstan
3;Kencell Communications Ltd;639;Kenya
2;Safaricom Ltd.;639;Kenya
9;Kiribati Frigate;545;Kiribati
3;SUN NET;450;Korea (South)
3;SUN NET;467;Korea (South)
2;KT Freetel Co. Ltd.;450;Korea (South)
2;KT Freetel Co. Ltd.;467;Korea (South)
5;SK Telecom;450;Korea (South)
5;SK Telecom;467;Korea (South)
0;SK Telecom;450;Korea (South)
0;SK Telecom;467;Korea (South)
2;Mobile Telecommunications Company (MTCNet);419;Kuwait
3;National Mobile Telecommunications Co (Wataniya);419;Kuwait
1;Bitel GSM;437;Kyrqyzstan
5;MEGACOM;437;Kyrqyzstan
2;ETL Mobile;457;Laos
1;Lao Telecommunications;457;Laos
3;LAT;457;Laos
8;Millicom;457;Laos
5;Bite Latvija;247;Latvia
1;Latvian Mobile Phone;247;Latvia
2;Tele2;247;Latvia
3;Telekom Baltija;247;Latvia
32;Cellis;415;Lebanon
33;Cellis;415;Lebanon
35;Cellis;415;Lebanon
34;FTML Cellis;415;Lebanon
37;Libancell;415;Lebanon
38;Libancell;415;Lebanon
39;Libancell;415;Lebanon
3;LibanCell (MTC);415;Lebanon
1;MIC 1 (Alfa);415;Lebanon
36;MTC (LibanCell);415;Lebanon
2;Econet Ezin-cel;651;Lesotho
1;Vodacom Lesotho (pty) Ltd.;651;Lesotho
3;Celcom Telecommunications;618;Liberia
4;Comium Services BVI;618;Liberia
2;Libercell;618;Liberia
1;Lonestar Communications Corp.;618;Liberia
1;606 - 01;606;Libya
0;Libyana Mobile Phone;606;Libya
5;Mobilkom (Liechstein) AG;295;Liechtenstein
1;Swisscom FL AG;295;Liechtenstein
77;Tele2 AG;295;Liechtenstein
2;Viag Europlatform AG;295;Liechtenstein
2;BitŠ GSM;246;Lithuania
1;Omnitel;246;Lithuania
3;Tele2;246;Lithuania
77;Millicom Tango GSM;270;Luxembourg
1;P+T LUXGSM;270;Luxembourg
99;VOXmobile S.A.;270;Luxembourg
1;C.T.M. TELEMOVEL+;455;Macao China
3;Hutchison Telephone (Macau);455;Macao China
0;Smartone Mobile Communications (Macao) Ltd.;455;Macao China
1;MADACOM;646;Madagascar
2;Société Malgache de Mobiles (SMM);646;Madagascar
10;Celtel ltd.;650;Malawi
1;Telekom Network Ltd.;650;Malawi
0;Art900;502;Malaysia
19;CelCom;502;Malaysia
16;Digi Telecommunications Sdn Bhd;502;Malaysia
12;Maxis;502;Malaysia
18;Mobikom Southern;502;Malaysia
11;MTX Utara;502;Malaysia
17;TimeCel;502;Malaysia
13;TM Touch (Celcom);502;Malaysia
1;Dhivehi Raajjeyge Gulhun Private Ltd GSM;472;Maldives
2;WMOBILE;472;Maldives
2;IKATEL;610;Mali
1;Malitel;610;Mali
21;Mobisle Communications Limited;278;Malta
1;Vodafone Malta Limited;278;Malta
1;Mattel;609;Mauritania
10;Mauritel Mobiles;609;Mauritania
1;Cellplus Mobile Comms;617;Mauritius
10;Emtel Ltd;617;Mauritius
20;Radiomovil Dipsa SA de CV (TELCEL);334;Mexico
3;Telefonica Moviles (Pegaso Comunicaciones (MOVISTAR));334;Mexico
1;FSM Telecommunications Corporation;550;Micronesia
2;Moldcell;259;Moldova
1;Voxtel;259;Moldova
1;Monaco Telecom;212;Monaco
10;Monaco Telecom;212;Monaco
99;Mobicom;428;Mongolia
88;Unitel;428;Mongolia
860;Cable & Wireless West Indies (Montserrat);354;Montserrat
1;Ittissalat Al Maghrid;604;Morocco
0;Medi Telecom;604;Morocco
1;T.D.M. GSM;643;Mozambique
4;VM Sarl;643;Mozambique
1;Mobile Telecommunications Ltd.;649;Namibia
1;Nepal Telecommunications;429;Nepal
8;KPN Telecom B.V.;204;Netherlands
21;NS Railinfrabeheer B.V.;204;Netherlands
20;Orange;204;Netherlands
2;Tele 2;204;Netherlands
12;Telfort;204;Netherlands
16;T-Mobile;204;Netherlands
4;Vodafone Libertel N.V.;204;Netherlands
630;Cingular Wireless;362;Netherlands Antilles
69;CT GSM;362;Netherlands Antilles
91;SETEL GSM;362;Netherlands Antilles
51;TELCELL GSM;362;Netherlands Antilles
951;UTS Wireless Curacao;362;Netherlands Antilles
1;OPT Mobilis;546;New Caledonia
28;Econet Wireless New Zealand GSM Mobile Network;530;New Zealand
0;Reserved for AMPS MIN based IMSI's;530;New Zealand
2;Teleom New Zealand CDMA Mobile Network;530;New Zealand
4;TelstraCellular(Gsm);530;New Zealand
1;Vodafone New Zealand GSM Mobile Network;530;New Zealand
3;Walker Wireless Ltd.;530;New Zealand
21;Empresa Nicaragua de Telecomunicaciones, S.A.;710;Nicaraqua
730;SERCOM S.A. (Nicaragua);710;Nicaraqua
73;Servicios de Comunicaciones, S.A. (SERCOM);710;Nicaraqua
2;Celtel;614;Niger
1;Sahel.Com;614;Niger
3;Telecel;614;Niger
20;Econet Wireless Nigeria Ltd.;621;Nigeria
50;Glo Mobile;621;Nigeria
30;MTN Nigeria Communications Limited;621;Nigeria
40;Nigeria Telecommunications Ltd.;621;Nigeria
20;Jernbaneverket (GSM-R);242;Norway
5;Møller Logistikk AS;242;Norway
2;Netcom GSM AS;242;Norway
6;Nordisk Mobiltelefon AS;242;Norway
8;TDC Mobil A/S;242;Norway
4;Tele2 Norge AS;242;Norway
1;Telenor Mobil AS;242;Norway
3;Teletopia Mobile Communications AS;242;Norway
7;Ventelo Norge AS;242;Norway
2;General Telecoms (GTO);422;Oman
3;Nawras;422;Oman
1;Mobilink;410;Pakistan
3;PAK Telecom Mobile Ltd. (UFONE);410;Pakistan
4;Paktel Ltd.;410;Pakistan
6;Telenor Pakistan;410;Pakistan
7;Warid Telecom;410;Pakistan
2;BSC de Panama S.A.;714;Panama
1;Cable & Wireless Panama S.A.;714;Panama
20;Movistar;714;Panama
1;Pacific Mobile;537;Papua New Guinea
3;Compañía Privada de Comunicaciones S.A.;744;Paraquay
1;Hola Paraguay S.A.;744;Paraquay
2;Hutchison Telecom S.A.;744;Paraquay
5;Personal;744;Paraquay
4;Telecel Paraguay;744;Paraquay
6;Movistar Peru;716;Peru
7;Nextel;716;Peru
10;TIM Peru;716;Peru
11;ACeS Philippines - ACeS Philippines Cellular Corp;515;Philippines
5;Digitel;515;Philippines
2;Globe Telecom;515;Philippines
1;Islacom;515;Philippines
3;Smart Communications;515;Philippines
2;ERA GSM (Polska Telefonia Cyfrowa Sp. Z.o.o.);260;Poland
3;Idea (Polska Telefonia Kom¢rkowa Centertel Sp. Z.o.o);260;Poland
6;Play;260;Poland
1;Polkomtel (Plus GSM);260;Poland
4;Tele2 Polska (Tele2 Polska Sp. Z.o.o.);260;Poland
21;TETRA (MSWiA) (Ministy of Internal Affairs);260;Poland
5;Oniway - Infocomunicações S.A.;268;Portugal
3;Optimus - Telecomunicações S.A.;268;Portugal
6;TMN - Telecomunicações Móveis Nacionais, SA;268;Portugal
1;Vodafone Telecel - Comunicações Pessoais, S.A.;268;Portugal
1;Qatarnet;427;Quatar
0;Orange La R‚union;647;Reunion
2;Outremer Telecom;647;Reunion
10;Société Réunionnaise du Radiotélé phone;647;Reunion
3;Cosmorom;226;Romania
1;MobiFon CONNEX GSM;226;Romania
10;Orange Romania SA;226;Romania
12;Baykal Westcom;250;Russian Federation
99;Bec Line GSM;250;Russian Federation
7;BM Telecom;250;Russian Federation
10;Don Telecom;250;Russian Federation
20;ECC;250;Russian Federation
17;Ermak RMS;250;Russian Federation
28;Extel;250;Russian Federation
13;Kuban GSM;250;Russian Federation
2;Megafon;250;Russian Federation
5;Mobile Comms System;250;Russian Federation
1;MTS - Mobile Telesystems;250;Russian Federation
16;New Telephone Company;250;Russian Federation
3;Nizhegorodskaya Cellular Communications;250;Russian Federation
11;Orensot;250;Russian Federation
92;Printelefone;250;Russian Federation
4;Sibchallenge;250;Russian Federation
44;Stuvtelesot;250;Russian Federation
93;Telecom XXI;250;Russian Federation
39;Uralsvyazinform;250;Russian Federation
19;Volgograd Mobile;250;Russian Federation
15;ZAO SMARTS;250;Russian Federation
10;MTN Rwandacell;635;Rwanda
110;Cable & Wireless;358;Saint Lucia
30;Cingular Wireless;358;Saint Lucia
50;Digicel (St Lucia) Limited;358;Saint Lucia
1;St. Pierre-et-Miquelon Télécom;308;Saint Pierre and Miquelon
110;Cable & Wireless Caribbean Cellular (St. Vincent & the Grenadines) Ltd;360;Saint Vincent and the Grenadines
10;Cingular Wireless;360;Saint Vincent and the Grenadines
70;Digicel (St. Vincent and Grenadines) Limited;360;Saint Vincent and the Grenadines
27;Samoatel Mobile;549;Samoa
1;Telecom Samoa Cellular Ltd.;549;Samoa
1;Companhia Santomese de Telecomunicaçôes;626;Sao Tome and Principe
7;Electronics App' Est.;420;Saudi Arabia
3;Etihad Etisalat Company (Mobility);420;Saudi Arabia
1;Saudi Telecom Company (Al Jawal);420;Saudi Arabia
2;Sentel GSM;608;Senegal
1;Sonatel;608;Senegal
1;Mobtel;220;Serbia
4;Monet;220;Serbia
2;Promonte GSM;220;Serbia
3;Telekom Srbija;220;Serbia
10;Airtel;633;Seychelles
1;Seychelles Cellular Services;633;Seychelles
1;Celtel;619;Sierra Leone
2;Millicom;619;Sierra Leone
25;Mobitel;619;Sierra Leone
12;Digital Trunked Radio Network;525;Singapore
3;MobileOne Ltd;525;Singapore
2;SingTel ST GSM1800;525;Singapore
1;SingTel ST GSM900;525;Singapore
5;Starhub;525;Singapore
2;EuroTel Bratislava a.s;231;Slovakia
4;Eurotel, UMTS;231;Slovakia
15;Orange UMTS;231;Slovakia
5;Orange, UMTS;231;Slovakia
1;Orange/Globtel GSM a.s;231;Slovakia
41;Mobitel d.d;293;Slovenia
40;SI Mobil;293;Slovenia
70;Vega;293;Slovenia
1;BREEZE;540;Solomon Islands
10;Breeze;540;Solomon Islands
21;Cape Town Metropolitan Council;655;South Africa
7;Cell C (Pty) Ltd.;655;South Africa
10;MTN-Mobile Telephone Networks (Pty)Ltd;655;South Africa
6;Sentech (Pty) Ltd.;655;South Africa
1;Vodacom Group Pty Ltd.;655;South Africa
1;Airtel Movil (Vodafone);214;Spain
3;Amena;214;Spain
7;Movistar;214;Spain
4;Xfera;214;Spain
3;Celtel Lanka Ltd.;413;Sri Lanka
8;Hutchison Telecommunications Lanka (Pvt) Limited;413;Sri Lanka
1;Lanka Cellular Services Ltd. (Hutchison);413;Sri Lanka
2;MTN Network Ltd. (Dialog Telekom);413;Sri Lanka
2;Bashair Telecom Co. Ltd.;634;Sudan
1;Sudanese Mobile Telephone Company Ltd (Mobitel);634;Sudan
1;Telesur;746;Suriname
2;Telesur;746;Suriname
10;Swazi MTN;653;Swaziland
4;3G Infrastructure Services AB;240;Sweden
21;Banverket;240;Sweden
9;Djuice Sverige AS;240;Sweden
2;H3G Access AB;240;Sweden
3;Orange Sverige AB;240;Sweden
5;Svenska UMTS-Nät AB;240;Sweden
10;Swefour AB;240;Sweden
7;Tele2 Sverige AB;240;Sweden
8;Telenor (Vodafone);240;Sweden
1;Telia Mobile;240;Sweden
6;Vodafone Sverige AB;240;Sweden
20;Wireless Maingate AB;240;Sweden
7;in&phone;228;Switzerland
3;Orange;228;Switzerland
1;Swisscom NATEL;228;Switzerland
2;TDC Switzerland AG (Sunrise);228;Switzerland
8;Tele2 Switzerland;228;Switzerland
2;Spacetel Syria;417;Syrian Arab Republic
9;Syrian Telecom;417;Syrian Arab Republic
1;Syriatel Holdings S.A;417;Syrian Arab Republic
68;ACeS Taiwan - ACeS Taiwan Telecommunications Co Ltd;466;Taiwan
92;Chunghwa Telecom LDM;466;Taiwan
1;Far EasTone;466;Taiwan
88;KG Telecom;466;Taiwan
93;Mobitai;466;Taiwan
97;Taiwan Cellular Corporation;466;Taiwan
99;TransAsia;466;Taiwan
89;VIBO;466;Taiwan
2;CJSC Indigo Tajikistan;436;Tajikistan
5;CTJTHSC Tajik-tel;436;Tajikistan
12;Indigo Tajikistan;436;Tajikistan
1;JC Somoncom;436;Tajikistan
4;Josa Babilon-T;436;Tajikistan
3;TT mobile;436;Tajikistan
5;Celtel (T) Ltd.;640;Tanzania
2;MIC (T) Ltd.;640;Tanzania
1;Tri Telecommunication (T) Ltd.;640;Tanzania
4;Vodacom Tanzania Ltd;640;Tanzania
3;Zantel;640;Tanzania
20;ACeS Thailand - ACeS Regional Services Co Ltd;520;Thailand
15;ACT Mobile;520;Thailand
1;Advanced Info Service Plc;520;Thailand
0;CAT CDMA;520;Thailand
23;GSM 1800;520;Thailand
99;TA Orange Company Ltd;520;Thailand
18;Total Access Communications Co (DTAC);520;Thailand
2;Telecel;615;Togo
1;Togo Telecom;615;Togo
43;Shoreline Communication;539;Tonga
1;Tonga Communications Corporation;539;Tonga
130;Digicel;374;Trinidad and Tobago
12;Telecommunications Services of T&T (TSTT);374;Trinidad and Tobago
3;Orascom Telecom;605;Tunisia
2;Tunisie Telecom;605;Tunisia
3;Aria;286;Turkey
4;AVEA Iletisim Hizmetleri A.S;286;Turkey
2;Telsim GSM;286;Turkey
1;Turk Telekom Turkcell;286;Turkey
1;Barash Communication Technologies;438;Turkmenistan
1;Celtel Uganda;641;Uganda
10;MTN Uganda Ltd.;641;Uganda
11;Uganda Telecom Ltd.;641;Uganda
55;Guernsey Telecoms GSM;324;UK
55;Guernsey Telecoms GSM;234;UK
55;Guernsey Telecoms GSM;235;UK
20;Hutchison 3G;324;UK
20;Hutchison 3G;234;UK
20;Hutchison 3G;235;UK
75;Inquam Telecom (Holdings) Ltd.;324;UK
75;Inquam Telecom (Holdings) Ltd.;234;UK
75;Inquam Telecom (Holdings) Ltd.;235;UK
50;Jersey Telecom GSM;324;UK
50;Jersey Telecom GSM;234;UK
50;Jersey Telecom GSM;235;UK
58;Manx Telecom Pronto GSM;324;UK
58;Manx Telecom Pronto GSM;234;UK
58;Manx Telecom Pronto GSM;235;UK
10;O2;324;UK
10;O2;234;UK
10;O2;235;UK
11;O2 UK Ltd.;324;UK
11;O2 UK Ltd.;234;UK
11;O2 UK Ltd.;235;UK
2;O2 UK Ltd.;324;UK
2;O2 UK Ltd.;234;UK
2;O2 UK Ltd.;235;UK
33;Orange;324;UK
33;Orange;234;UK
33;Orange;235;UK
34;Orange;324;UK
34;Orange;234;UK
34;Orange;235;UK
12;Railtrack Plc;324;UK
12;Railtrack Plc;234;UK
12;Railtrack Plc;235;UK
30;T-Mobile;324;UK
30;T-Mobile;234;UK
30;T-Mobile;235;UK
31;T-Mobile UK;324;UK
31;T-Mobile UK;234;UK
31;T-Mobile UK;235;UK
32;T-Mobile UK;324;UK
32;T-Mobile UK;234;UK
32;T-Mobile UK;235;UK
15;Vodafone;324;UK
15;Vodafone;234;UK
15;Vodafone;235;UK
78;Wave Telecom Ltd;324;UK
78;Wave Telecom Ltd;234;UK
78;Wave Telecom Ltd;235;UK
6;Astelit;255;Ukraine
5;Golden Telecom;255;Ukraine
39;Golden Telecom GSM;255;Ukraine
67;Kyivstar;255;Ukraine
3;Kyivstar;255;Ukraine
50;Ukrainian Mobile Communications;255;Ukraine
1;Ukrainian Mobile Communications (UMC);255;Ukraine
2;Ukrainian Systems Ukraine;255;Ukraine
68;Wellcom;255;Ukraine
3;DU;424;United Arab Emirates
3;DU;430;United Arab Emirates
3;DU;431;United Arab Emirates
2;Etisalat;424;United Arab Emirates
2;Etisalat;430;United Arab Emirates
2;Etisalat;431;United Arab Emirates
880;Advantage Cellular Systems, Inc.;534;United States
880;Advantage Cellular Systems, Inc.;535;United States
880;Advantage Cellular Systems, Inc.;316;United States
880;Advantage Cellular Systems, Inc.;332;United States
880;Advantage Cellular Systems, Inc.;330;United States
880;Advantage Cellular Systems, Inc.;313;United States
880;Advantage Cellular Systems, Inc.;314;United States
880;Advantage Cellular Systems, Inc.;315;United States
880;Advantage Cellular Systems, Inc.;310;United States
880;Advantage Cellular Systems, Inc.;311;United States
880;Advantage Cellular Systems, Inc.;312;United States
31;AERIAL;534;United States
31;AERIAL;535;United States
31;AERIAL;316;United States
31;AERIAL;332;United States
31;AERIAL;330;United States
31;AERIAL;313;United States
31;AERIAL;314;United States
31;AERIAL;315;United States
31;AERIAL;310;United States
31;AERIAL;311;United States
31;AERIAL;312;United States
850;Aeris Communications, Inc.;534;United States
850;Aeris Communications, Inc.;535;United States
850;Aeris Communications, Inc.;316;United States
850;Aeris Communications, Inc.;332;United States
850;Aeris Communications, Inc.;330;United States
850;Aeris Communications, Inc.;313;United States
850;Aeris Communications, Inc.;314;United States
850;Aeris Communications, Inc.;315;United States
850;Aeris Communications, Inc.;310;United States
850;Aeris Communications, Inc.;311;United States
850;Aeris Communications, Inc.;312;United States
640;Airadigm Communications;534;United States
640;Airadigm Communications;535;United States
640;Airadigm Communications;316;United States
640;Airadigm Communications;332;United States
640;Airadigm Communications;330;United States
640;Airadigm Communications;313;United States
640;Airadigm Communications;314;United States
640;Airadigm Communications;315;United States
640;Airadigm Communications;310;United States
640;Airadigm Communications;311;United States
640;Airadigm Communications;312;United States
510;Airtel Wireless LLC;534;United States
510;Airtel Wireless LLC;535;United States
510;Airtel Wireless LLC;316;United States
510;Airtel Wireless LLC;332;United States
510;Airtel Wireless LLC;330;United States
510;Airtel Wireless LLC;313;United States
510;Airtel Wireless LLC;314;United States
510;Airtel Wireless LLC;315;United States
510;Airtel Wireless LLC;310;United States
510;Airtel Wireless LLC;311;United States
510;Airtel Wireless LLC;312;United States
430;Alaska Digitel LLC;534;United States
430;Alaska Digitel LLC;535;United States
430;Alaska Digitel LLC;316;United States
430;Alaska Digitel LLC;332;United States
430;Alaska Digitel LLC;330;United States
430;Alaska Digitel LLC;313;United States
430;Alaska Digitel LLC;314;United States
430;Alaska Digitel LLC;315;United States
430;Alaska Digitel LLC;310;United States
430;Alaska Digitel LLC;311;United States
430;Alaska Digitel LLC;312;United States
190;Alaska Wireless Communications LLC;534;United States
190;Alaska Wireless Communications LLC;535;United States
190;Alaska Wireless Communications LLC;316;United States
190;Alaska Wireless Communications LLC;332;United States
190;Alaska Wireless Communications LLC;330;United States
190;Alaska Wireless Communications LLC;313;United States
190;Alaska Wireless Communications LLC;314;United States
190;Alaska Wireless Communications LLC;315;United States
190;Alaska Wireless Communications LLC;310;United States
